"Record ID","Company name","Type","POS System","Parent Company","Associated Company","Company Domain Name","Category","Location City","Borough","Company owner","Create Date","Onboarding & Account Manager","Postal Code","Priority","Last Contacted","Segment","Neighborhood","Lifecycle Stage","Reservation System","Number of Associated Deals","Number of Associated Contacts","Associated Company IDs"
"20442408742","Sunday in Brooklyn","Live Partner","Toast","21613759540","Sunday Hospitality Group","sundayinbrooklyn.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Aayush Sanghrajka","11249","P0","","","Williamsburg","Partner","Resy","1.0","14.0","21613759540"
"20442418596","Pomp and Circumstance","Live Partner","Toast","20789818290","Pomp and Circumstance","pandcdining.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","11211","P1","","","Williamsburg","Partner","Resy","1.0","7.0","20789818290"
"20442374686","Diner","Live Partner","Square","20677521062","The Marlow Collective","dinernyc.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","11249","P0","","","Williamsburg","Partner","Resy","1.0","8.0","20677521062"
"20442445469","Greenpoint Fish & Market Restaurant","Live Partner","Toast","22142771125","Greenpoint Fish & Lobster Co Group","greenpointfish.com","BB1","New York","Greenpoint","Colin Camac","2024-04-24 15:45","Aayush Sanghrajka","11222","P0","2024-07-23 17:43","","Greenpoint","Partner","Resy","1.0","5.0","22142771125"
"20442709514","Rule of Thirds","Live Partner","Toast","21613759540","Sunday Hospitality Group","thirdsbk.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","11222","P1","2024-07-18 13:35","","Williamsburg","Partner","Resy","1.0","12.0","21613759540"
"20442501710","Nami Nori (Williamsburg)","Live Partner","Toast","21615011433","Nami Nori Group;Nami Nori Group","naminori.nyc","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","10014","P1","2024-08-02 07:57","","","Partner","Resy","1.0","13.0","21613719624;21615011433"
"20442100353","Llama Inn","Live Partner","Toast","21615077815","The Llama Group","llamainnnyc.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Aayush Sanghrajka","11211","P0","2024-07-02 15:39","","Williamsburg","Partner","Resy","1.0","9.0","21615077815"
"20442445467","Ensenada","Live Partner","","20790899253","Ensenada","ensenadanyc.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","11211","P0","2024-07-23 18:23","","Williamsburg","Partner","Resy","1.0","5.0","20790899253"
"20442739272","Laser Wolf","Live Partner","Aloha","20697100379","BOKA Restaurant Group","laserwolfbrooklyn.com","BB1","New York","Williamsburg","Colin Camac","2024-04-24 15:45","Rachel Shapiro","11249","Anchor","","","Williamsburg","Partner","Resy","1.0","8.0","20697100379"
"20441777694","Davey’s Ice Cream (EV)","Live Partner","Square","21615107753","Davey's Ice Cream Group","daveysicecream.com","BB2","New York","East Village","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10003","P1","2024-07-23 11:45","","Greenpoint","Partner","Other (see below)","1.0","6.0","21615107753"
"20441641827","Madame Vo","Live Partner","","21613748596","Madame Vo / Monsieur Vo Group","madamevo.com","BB1","New York","East Village","Colin Camac","2024-04-24 14:35","Rachel Shapiro","10003","P1","","","East Village","Partner","Resy","1.0","3.0","21613748596"
"20441308161","Tappo NYC Thin Crust Pizza","Live Partner","Other (please add in account notes)","21613725741","NYC Thin Crust Pizza","nycthincrust.com","BB1","New York","BK Misc","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10009","P1","","","Midtown","Partner","","1.0","7.0","21613725741"
"20442007733","Mah Ze Dahr WV","Live Partner","Toast","21613577495","Mah Ze Dahr Group","mahzedahrbakery.com","BB2","New York","West Village","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10011","P1","2024-08-01 10:47","","Financial District","Partner","","1.0","14.0","21613577495"
"20441273106","Hanoi House","Live Partner","Toast","20789825613","Hanoi House","hanoihousenyc.com","BB1","New York","East Village","Colin Camac","2024-04-24 14:35","Rachel Shapiro","","P0","2024-08-02 13:34","","East Village","Partner","Resy","1.0","3.0","20789825613"
"20441994846","Patisserie Fouet","Live Partner","Toast","21613583955","Cloud 9","fouetnyc.com","BB1, BB2","New York","Greenwich Village","Colin Camac","2024-04-24 14:35","Rachel Shapiro","10003","P1","2024-07-12 16:18","","Greenwich Village","Partner","Resy","1.0","4.0","21613583955"
"20441641825","Decibel","Live Partner","Square","21615057493","Ban Rai / Decibel Group","sakebardecibel.com","BB3 - Bar","New York","East Village","Colin Camac","2024-04-24 14:35","Rachel Shapiro","10003","P0","","","East Village","Partner","Resy","1.0","1.0","21615057493"
"20442140481","Unregular Pizza LES","Live Partner","Square","21612720494","Unregular Hospitality Group","unregularpizza.com","BB2","New York","Greenwich Village","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10003","P1","2024-08-01 11:30","","Greenwich Village","Partner","Other (see below)","1.0","2.0","21612720494"
"20442137390","GupShup","Live Partner","Toast","20790976597","GupShup","gupshupnyc.com","BB1","New York","Gramercy","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10003","P0","2024-08-06 12:52","","Gramercy","Partner","Resy","1.0","6.0","20790976597"
"20442117489","Nudibranch","Live Partner","Toast","20791016248","Nudibranch","nudibranchnyc.com","BB1","New York","East Village","Colin Camac","2024-04-24 14:35","","10003","P1","2024-06-03 17:02","Single Unit","East Village","Partner","OpenTable","1.0","3.0","20791016248"
"20442328184","Bobwhite Counter (East Village)","Live Partner","Toast","21613814445","Bobwhite Counter Group","bobwhitecounter.com","BB2","New York","East Village","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10009","P1","2024-08-01 13:09","","Long Island City","Partner","Other (see below)","1.0","4.0","21613814445"
"20441224209","Ramen by Rā","Live Partner","Other (please add in account notes)","20790843239","Ramen by Rā","ramenbyra.com","BB1","New York","Noho","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10012","P0","2024-07-29 13:30","","Noho","Partner","Resy","1.0","1.0","20790843239"
"20439013976","The Stand","Live Partner","Toast","","","thestandnyc.com","BB1","New York","Union Square","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","10003","P2","","","Union Square","Partner","OpenTable","1.0","1.0",""
"20441641821","Loring Place","Live Partner","","","","loringplacenyc.com","BB1","New York","Manhattan","Colin Camac","2024-04-24 14:35","Rachel Shapiro","10011","P1","","","","Partner","","1.0","3.0",""
"20441791813","PDT","Live Partner","Toast","21615005327","Crif Dogs / PDT Group","pdtnyc.com","BB3 - Bar","New York","Manhattan","Colin Camac","2024-04-24 14:35","Rachel Shapiro","","P0","2024-07-31 12:20","","","Partner","","1.0","1.0","21615005327"
"20441684636","Isabelle’s Osteria","Live Partner","Toast","20659252773","Branded Restaurants","isabellesnyc.com","BB1","New York","Manhattan","Colin Camac","2024-04-24 14:35","","10003","P1","2024-07-24 15:00","Single Unit","","Partner","Resy","1.0","3.0","20659252773"
"20441811719","The Standard Biergarten","Live Partner","Other (please add in account notes)","22146385450","The Standard Hotels Group","standardhotels.com","BB2","New York","West Village","Colin Camac","2024-04-24 14:35","","10003","P1","2024-08-06 12:50","","West Village","Partner","Resy","1.0","9.0","22146385450"
"20441256552","KYU NYC","Live Partner","Toast","22142726797","KYU Restaurants Group","kyurestaurants.com","BB1","New York","Noho","Colin Camac","2024-04-24 14:35","Aayush Sanghrajka","33127","P0","2024-07-17 17:58","","Noho","Partner","Resy","1.0","7.0","22142726797"
"20442102071","Monsieur Vo","Live Partner","","21613748596","Madame Vo / Monsieur Vo Group","monsieurvonyc.com","BB1","New York","East Village","Colin Camac","2024-04-24 14:35","Rachel Shapiro","10003","P1","","","East Village","Partner","Resy","1.0","1.0","21613748596"
"22247808826","The Roll","Signed","","","","therollsf.com","BB1","","","Michelle Pearsall","2024-08-05 14:31","","94123","","","Single Unit","","Opportunity","Other (see below)","1.0","0.0",""
"22018048612","Norman Rose Tavern","Signed","Toast","","","normanrosetavern.net","BB1","San Francisco","","Michelle Pearsall","2024-07-22 21:28","Aayush Sanghrajka","94559","","","Single Unit","","Partner","","1.0","1.0",""
"21948518145","Spinning Bones","Signed","","","","spinningbones.com","","","","Michelle Pearsall","2024-07-17 15:52","","94501","","2024-07-23 19:06","","","Partner","","1.0","3.0",""
"21944508972","Ivan Ramen","Signed","","","","ivanramen.com","","","","Alyssa Ritter","2024-07-17 11:54","","10002","","2024-08-06 12:26","","","Partner","","1.0","5.0",""
"21871546751","Cafe Maud / Rhymer's Club","Signed","","","","cafemaud.com","BB1","New York","East Village","Maddie Weber","2024-07-12 14:10","","10003","","","","","Opportunity","","1.0","1.0",""
"21800481105","Ristobar","Signed","Toast","","","ristobarsf.com","BB1","","","Michelle Pearsall","2024-07-08 13:10","","94123","","2024-07-26 19:00","","","Partner","OpenTable","1.0","3.0",""
"21733891423","Avotoasty (Bay Pl.)","Signed","Toast","22141785677","Avotoasty Group","avotoasty.com","BB1","San Francisco","","Michelle Pearsall","2024-07-03 18:47","Aayush Sanghrajka","94610","","","","","Partner","","1.0","1.0","22141785677"
"21733891214","Avotoasty (California St., SF)","Signed","Toast","22141785677","Avotoasty Group","avotoasty.com","BB1","San Francisco","","Michelle Pearsall","2024-07-03 18:38","Aayush Sanghrajka","94111","P1","","","FiDi","Partner","","1.0","1.0","22141785677"
"21710406189","Pizzalicious (Castro St., SF)","Signed","","22141785726","Pizzalicious Group","pizzalicious.com","BB2","San Francisco","","Michelle Pearsall","2024-07-02 16:21","Aayush Sanghrajka","94114","","","","Castro","Partner","","1.0","1.0","22141785726"
"21710405741","Pizzalicious (Polk St., SF)","Signed","","22141785726","Pizzalicious Group","pizzalicious.com","BB2","San Francisco","","Michelle Pearsall","2024-07-02 16:15","Aayush Sanghrajka","94109","","","","Nob Hill","Partner","","1.0","1.0","22141785726"
"21710405130","Pizzalicious (Union St. SF)","Signed","Square","22141785726","Pizzalicious Group","pizzalicioussanfrancisco.com","BB2","San Francisco","","Michelle Pearsall","2024-07-02 16:05","Aayush Sanghrajka","94123","","","","Marina/Cow Hollow","Partner","","1.0","1.0","22141785726"
"21708629792","EARTHBAR (Union St., SF)","Signed","Toast","22142502820","Earthbar Group","Earthbar.com","BB2","San Francisco","","Michelle Pearsall","2024-07-02 15:47","Aayush Sanghrajka","94123","","","","Marina/Cow Hollow","Partner","","1.0","2.0","22142502820"
"21691195255","Saucy Asian (Bay St.)","Signed","Toast","22141785939","Saucy Asian Group","saucyasian.com","BB2","San Francisco","","Michelle Pearsall","2024-07-01 13:05","Aayush Sanghrajka","94608","","","","","Partner","","1.0","1.0","22141785939"
"21678457149","Rooster & Rice (Stevem's Creek Blvd., Santa Clara)","Signed","","22141786141","Rooster & Rice Group","roosterandrice.com","BB2","San Francisco","","Michelle Pearsall","2024-07-01 00:02","Aayush Sanghrajka","95050","","","","","Partner","","1.0","2.0","22141786141"
"21651314511","Rooster & Rice (Stanyan, SF)","Signed","","22141786141","Rooster & Rice Group","roosterandrice.com","BB2","San Francisco","","Michelle Pearsall","2024-06-28 18:25","Aayush Sanghrajka","94118","","","","","Partner","","1.0","2.0","22141786141"
"21647513246","Boto","Signed","","","","botosf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-28 13:27","Aayush Sanghrajka","94123","","","","Marina/Cow Hollow","Partner","OpenTable","1.0","1.0",""
"21619421030","Beshraham","Signed","Toast","","","besharamsf.com","","","","Michelle Pearsall","2024-06-26 18:41","","94107","","2024-07-25 19:55","","","Partner","Resy","1.0","2.0",""
"21613628832","Upside Pizza Greenpoint","Signed","","22141786281","Upside Pizza Group","","","","","","2024-06-26 13:27","","","","","","","Opportunity","","1.0","1.0","22141786281"
"21615095390","Upside Pizza - UWS","Signed","","22141786281","Upside Pizza Group","","","","","","2024-06-26 13:27","","","","","","","Opportunity","","1.0","1.0","22141786281"
"21615119109","Upside Pizza Midtown East","Signed","","22141786281","Upside Pizza Group","","","","","","2024-06-26 13:27","","","","","","","Opportunity","","1.0","1.0","22141786281"
"21613566473","Upside Pizza Chelsea","Signed","","22141786281","Upside Pizza Group","","","","","","2024-06-26 13:27","","","","","","","Opportunity","","1.0","1.0","22141786281"
"21613781322","LadyFalconCoffeeClub Wawona","Signed","","","LadyFalconCoffeeClub Group","","","","","","2024-06-26 13:27","","","","","","","Opportunity","","1.0","0.0","21615108206"
"21594176042","Rice Flour and Panna","Signed","","","","riceflourandpanna.com","BB2","San Francisco","","Michelle Pearsall","2024-06-25 13:10","Aayush Sanghrajka","","","","","Hayes Valley","Opportunity","OpenTable","1.0","1.0",""
"21584017825","Toy Soldier","Signed","","","","toysoldiersf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-24 21:22","Aayush Sanghrajka","94104","P1","","","FiDi","Partner","Other (see below)","1.0","1.0",""
"21583582321","Trinity Bar & Restaurant","Signed","","","","bartrinitysf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-24 21:12","Aayush Sanghrajka","94123","P1","","","Cow Hollow/Marina","Partner","","1.0","1.0",""
"21581366573","The Blue Light","Signed","","","","bluelightsf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-24 16:30","","94123","","2024-06-24 16:30","","Marina/Cow Hollow","Partner","","1.0","1.0",""
"21495325856","Avotoasty (Union St., SF)","Signed","Toast","22141785677","Avotoasty Group","avotoasty.com","BB1","San Francisco","","Michelle Pearsall","2024-06-18 18:53","Aayush Sanghrajka","94123","P1","2024-07-08 16:24","Multi Unit (1-5)","Marina/Cow Hollow","Partner","","1.0","1.0","22141785677"
"21396007605","INDO Restaurant & Lounge","Signed","Toast","","","indorestaurant.com","BB1","San Francisco","","Michelle Pearsall","2024-06-12 10:32","Aayush Sanghrajka","94306","","","","","Partner","OpenTable","1.0","2.0",""
"21312782969","Dragon Horse","Signed","","","","minsgroupllc.com","BB1","San Francisco","","Michelle Pearsall","2024-06-07 20:29","Aayush Sanghrajka","94107","","2024-06-24 11:51","","","Partner","","1.0","2.0",""
"21312782942","The Refuge","Signed","","21800723109","The Refuge","refugesc.com","BB3 - Bar","San Francisco","","Michelle Pearsall","2024-06-07 20:23","Michelle Pearsall","94107","","","","SoMa","Partner","","","1.0","21800723109"
"21313470531","Blind Pig","Signed","","","","blindpigspeakeasy.com","BB3 - Bar","San Francisco","","Michelle Pearsall","2024-06-07 20:15","Aayush Sanghrajka","94109","","","Multi Unit (1-5)","Lower Nob Hill","Partner","","1.0","1.0",""
"21311222334","Outer Heaven","Signed","Toast","","","outerheaven.nyc","BB3 - Bar","New York","","Colin Camac","2024-06-07 16:01","Aayush Sanghrajka","10002","P1","","Single Unit","","Partner","None","1.0","0.0",""
"21271320224","Kebabwala","Signed","","21613565959","Unapologetic Foods","kebabwala.nyc","BB2","New York","","Colin Camac","2024-06-05 11:24","Aayush Sanghrajka","10003","","","","","Opportunity","","1.0","0.0","21613565959"
"21257869475","Sacred Taco","Signed","","","","sacredtacosf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-04 23:20","Aayush Sanghrajka","94123","P1","2024-06-24 11:52","Single Unit","Marina/Cow Hollow","Partner","","1.0","1.0",""
"21247416165","Rowdy Rooster (Midtown)","Signed","Toast","21613565959","Unapologetic Foods","rowdyrooster.com","BB2","New York","","Colin Camac","2024-06-04 12:21","Aayush Sanghrajka","10003","","","","","Partner","","1.0","0.0","21613565959"
"21234219880","Escape From New York Pizza-Downtown","Signed","","22028210715","Escape From New York Pizza Group;Escape From New York Pizza-Haight","escapefromnewyorkpizza.com","BB2","San Francisco","","Michelle Pearsall","2024-06-04 01:46","","94104","P1","","","","Partner","","1.0","1.0","22028210715;21234219636"
"21204691712","Jang","Signed","","22142725762","Joodang / Jang Group","jangsf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-02 14:35","Aayush Sanghrajka","94102","P0","","Multi Unit (1-5)","Hayes Valley","Partner","OpenTable","1.0","1.0","22142725762"
"21204691596","JooDang","Signed","","22142725762","Joodang / Jang Group","joodangsf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-02 14:23","Aayush Sanghrajka","94102","P0","","Multi Unit (1-5)","Tenderloin","Partner","OpenTable","1.0","1.0","22142725762"
"21185458758","satosushisf.com","Signed","","21613670468","Mins Group","satosushisf.com","BB1","San Francisco","","Michelle Pearsall","2024-06-01 14:38","Aayush Sanghrajka","94109","P0","","Multi Unit (1-5)","","Partner","","1.0","1.0","21613670468"
"21184432407","satoomakase.com","Signed","","21613670468","Mins Group","satoomakase.com","BB1","San Francisco","","Michelle Pearsall","2024-06-01 14:26","Aayush Sanghrajka","94109","P0","","Multi Unit (1-5)","Nob Hill","Partner","OpenTable","1.0","0.0","21613670468"
"21615043466","Mins Group","Signed","","","","minsgroupllc.com","","San Francisco","","Michelle Pearsall","2024-06-01 14:21","","","","2024-06-24 22:55","","","Partner","","","1.0",""
"21150035458","sushihakkosf.com","Signed","","21613670468","Mins Group","sushihakkosf.com","BB1","San Francisco","","Michelle Pearsall","2024-05-31 01:51","Aayush Sanghrajka","94123","P0","","Multi Unit (1-5)","","Partner","OpenTable","1.0","1.0","21613670468"
"21138967155","Owlbear Cafe","Signed","Toast","","","","BB2","","","","2024-05-30 13:31","","","","","","","Partner","","1.0","1.0",""
"20998722181","Bleu Coffee & Tea","Signed","Toast","22141787525","Bleu Coffee Group","bluewhalerestaurant-lounge.com","BB2","San Francisco","","Michelle Pearsall","2024-05-24 17:16","","","P1","","","Marina","Partner","","1.0","1.0","22141787525"
"20983032204","Blue Whale Restaurant","Signed","","","","bluewhalerestaurant-lounge.com","BB1","San Francisco","","Michelle Pearsall","2024-05-24 00:24","","94123","P0","2024-07-10 15:27","","","Partner","","1.0","1.0",""
"20933172601","Java Beach at the Zoo","Signed","","22142725708","Java Beach Group","javabeachcafe.com","BB2","San Francisco","","Michelle Pearsall","2024-05-21 18:54","","94116","","","Multi Unit (1-5)","Outer Sunset","Partner","","1.0","0.0","22142725708"
"20933172482","Java Beach","Signed","","22142725708","Java Beach Group","javabeachcafe.com","BB2","San Francisco","","Michelle Pearsall","2024-05-21 18:47","","94122","","","Multi Unit (1-5)","","Partner","","1.0","1.0","22142725708"
"20910150289","LadyFalconCoffeeClub Alamo","Signed","","21615108206","LadyFalconCoffeeClub Group","ladyfalconcoffeeclub.com","BB2","San Francisco","","Michelle Pearsall","2024-05-20 14:04","","94117","","2024-07-23 19:31","","Western Addition","Partner","","1.0","1.0","21615108206"
"20909318324","Rooster & Rice (Kearny St., SF)","Signed","","22141786141","Rooster & Rice Group","","BB2","San Francisco","","Michelle Pearsall","2024-05-20 13:25","Aayush Sanghrajka","94108","","","","Downtown","Partner","","1.0","2.0","22141786141"
"20909357179","Rooster & Rice (2nd St., SF)","Signed","","22141786141","Rooster & Rice Group","","","San Francisco","","Michelle Pearsall","2024-05-20 13:25","","94107","","","","SoMa","Partner","","1.0","2.0","22141786141"
"20909389947","Isa Restaurant","Signed","Toast","","","isarestaurant.com","BB1","San Francisco","","Michelle Pearsall","2024-05-20 13:22","","94123","P1","2024-07-18 18:50","","Marina","Partner","OpenTable","1.0","6.0",""
"20909120134","Rooster & Rice (Filbert, SF)","Signed","","22141786141","Rooster & Rice Group","roosterandrice.com","BB1","San Francisco","","Michelle Pearsall","2024-05-20 13:22","","94123","","2024-07-10 15:44","","Marina","Partner","","1.0","3.0","22141786141"
"20868202648","Sushi Hon","Signed","","21613670468","Mins Group","sushihonsf.com","BB1","San Francisco","","Michelle Pearsall","2024-05-17 15:28","","94110","P1","","","","Partner","","1.0","1.0","21613670468"
"20855134486","EARTHBAR (Chestnut, SF)","Signed","Toast","22142502820","Earthbar Group","earthbar.com","BB2","San Francisco","","Michelle Pearsall","2024-05-17 00:52","Aayush Sanghrajka","94123","P1","2024-07-08 15:30","Enterprise (6+)","Marina/Cow Hollow","Partner","","1.0","2.0","22142502820"
"20794213499","brendasoakland.com","Signed","Toast","21613759536","French Soul Food","brendasoakland.com","BB1","San Francisco","","Michelle Pearsall","2024-05-14 00:15","Aayush Sanghrajka","94611","P1","","Multi Unit (1-5)","Oakland","Partner","Resy","","2.0","21613759536"
"20791081532","The Oyster Shed","Signed","","","","","","Charleston","","","2024-05-13 18:14","","","","","","","Partner","","1.0","0.0",""
"20789666685","CREPES & SHAKES LA,","Signed","","","","","","","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0",""
"20790984498","Made in New York Pizza Midtown","Signed","","22027521699","Made In New York Pizza Group","","","New York","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0","22027521699"
"20791034766","Benjamin Steakhouse Westchester","Signed","","21613786032","Benjamin Restaurant Group","","","New York","","Colin Camac","2024-05-13 18:14","Aayush Sanghrajka","","","","","","Opportunity","","1.0","0.0","21613786032"
"20791094698","Jon & Vinny’s (Fairfax)","Signed","","21612720498","Jon & Vinny's Group","","","","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0","21612720498"
"20790873522","Soda Club","Signed","","21613701439","Overthrow Hospitality","","","New York","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0","21613701439"
"20791027078","Made in New York Pizza UWS 421","Signed","","22027521699","Made In New York Pizza Group","","","New York","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0","22027521699"
"20791002948","Porta Montclair","Signed","","21613518637","Smith Hospitality Group","","","New York","","","2024-05-13 18:14","","","","","","","Opportunity","","1.0","0.0","21613518637"
"20789812513","Empellon Taqueria Waterline Square","Signed","","21613701441","Empellon Group","","","New York","","","2024-05-13 18:14","","","","","","","Partner","","1.0","0.0","21613701441"
"20789818292","Evette’s Lincoln Park","Signed","","21613755257","Evette's Chicago Group","","","Chicago","","","2024-05-13 18:14","","","","","","","Partner","","1.0","0.0","21613755257"
"20791124789","Chama Mama Brooklyn Heights","Signed","","22028210522","Chama Mama Group","","","New York","","Colin Camac","2024-05-13 18:14","Rachel Shapiro","","","","","","Partner","","1.0","0.0","22028210522"
